target,abstractive_summary
Learning Priors for Adversarial Autoencoders Proposes a simple extension of adversarial auto-encoders for conditional image generation. Focuses on adversarial autoencoders and introduces a code generator network to transform a simple prior into one that together with the generator can better fit the data distribution,This paper introduces a new method for learning a prior over latent variables to minimize adversarial loss in data space. The article presents a method for defining a latent variable distribution in the deep generative model by learning the decoder to generate images with a distribution that matches the empirical distribution of real images in the training data. The authors introduce a variational learning technique to maximize the mutual information between the variable s and the generated image.
learn hierarchal sub-policies through end-to-end training over a distribution of tasks The authors consider the problem of learning a useful set of ‘sub policies’ that can be shared between tasks so as to jump start learning on new tasks drawn from the task distribution. This work proposes a novel method for inducing temporal hierarchical structure in a specialized multi-task setting.,"A method for sparse-reward learning that is efficient enough to learn in complex physics environments with long time horizons, and robust enough to transfer sub-policies towards otherwise unsolvable tasks. This article introduces a novel metalearning method to learn quickly over a large number of gradient updates in the RL setting-a regime."
"Represent each entity as a probability distribution over contexts embedded in a ground space. Proposes to construct word embeddings from a histogram over context words, instead of as point vectors, which allows for measuring distances between two words in terms of optimal transport between the histograms through a method that augments representation of an entity from standard ""point in a vector space"" to a histogram with bins located at some points in that vector space.","A point-wise embedding method for word entailment, which can be used to measure any kind of distance between words. This article presents a method for learning representations that are able to effectively capture such inherent uncertainty and polysemy. The authors show that distributional estimations capture more of this information compared to points-wise embedded vectors alone, but has largely been ignored in the past."
"precision highway; a generalized concept of high-precision information flow for sub 4-bit quantization Investigates the problem of neural network quantization by employing an end-to-end precision highway to reduce the accumulated quantization error and enable ultra-low precision in deep neural networks. This paper studies methods to improve the performance of quantized neural networks This study proposes to keep a high activation/gradient flow in two kinds of networks structures, ResNet and LSTM.","A network-level approach to quantization, called precision highway, which can be applied to both pre-activation convolutional and recurrent neural networks. This work introduces a novel quantization method for high-precision information flow by proposing a weight-binarized AlexNet that gives the same accuracy as a fully precision one."
"Many graph classification data sets have duplicates, thus raising questions about generalization abilities and fair comparison of the models. The authors discuss isomorphism bias in graph datasets, the overfitting effect in learning networks whenever graph isomorphism features are incorporated within the model, theoretically analogous to data leakage effects.","A graph classification problem with isomorphic graphs can be interpreted as a classification problem with weighted loss. This article presents a method for graph classification that uses WL algorithm to generalize to ""harder"" instances than in the original test sets. The authors address the problem of classifying graphs in data sets using a combination of individualization and individualization-refinement paradigms, showing a drop of accuracy by up to 15%."
"We utilize the alternating minimization principle to provide an effective novel technique to train deep autoencoders. Alternating minimization framework for training autoencoder and encoder-decoder networks The authors explore an alternating optimization approach for training Auto Encoders, treating each layer as a generalized linear model, and suggest using the stochastic normalized GD as the minimization algorithm in each phase.","A novel method for training neural networks with sigmoid activation functions. This work introduces a new algorithm to train autoencoders by using alternating minimization and showing how DANTE can be applied to multi-layer neural networks. The paper presents a method for learning deep networks with multiple hidden layers, which uses a generalized gradient descent technique to perform quasi-convex optimization."
"We propose an algorithmic framework to schedule constellations of small spacecraft with 3-DOF re-orientation capabilities, networked with inter-sat links. This paper proposes a communication module to optimize the schedule of communication for the problem of spacecraft constellations, and compares the algorithm in distributed and centralized settings.","A physics-based agile EO scheduler that optimizes the schedule for any satellite in a given constellation to observe a set of ground regions with rapidly changing parameters and observation requirements. This work presents a novel algorithmic framework that combines physical models of orbital mechanics (OM), attitude control systems, and inter-satellite links to improve the revisit/response for the same number of satellites Copyright  2019."
"Image captioning as a conditional GAN training with novel architectures, also study two discrete GAN training methods. An improved GAN model for image captioning that proposes a context-aware LSTM captioner, introduces a stronger co-attentive discriminator with better performance, and uses SCST for GAN training.","A novel GAN-based framework for image captioning that enables better language composition, more accurate compositional alignment of image and text, and light-weight efficient training of discrete sequence GANs. This work introduces a GAN framework that combines self-critical Sequence Training (SCST) and Gumbel Straight-Through (Gumbel ST)."
A two-stage approach consisting of sentence selection followed by span selection can be made more robust to adversarial attacks in comparison to a single-stage model trained on full context. This article investigates an existing model and finds that a two-stage trained QA method is not more robust to adversarial attacks compared to other methods.,"A promising two-stage approach for QA which decomposes the task into two stages: select relevant sentences from the passage; and select a span among those sentences. This work introduces a new approach for question-answering (QA), where an adversary can fool the model into selecting the wrong span in the passage. The study presents a novel way to improve adversarial robustness in both the context selection and span selection."
"We use a GAN discriminator to perform an approximate rejection sampling scheme on the output of the GAN generator. Proposes a rejection sampling algorithm for sampling from the GAN generator. This study proposed a post-processing rejection sampling scheme for GANs, named Discriminator Rejection Sampling, to help filter ‘good’ samples from GANs’ generator.","Using a rejection sampling scheme to approximately correct errors in the GAN generator distribution. This article introduces a method for generating samples from pre-trained generators, and shows that under quite strict assumptions, this scheme allows us to recover the data distribution exactly. This work presents a novel rejection sampling algorithm for GANs using a discriminator to approximate the true data distribution of the generator."
We show how to get good representations from the point of view of Simiarity Search. Studies the impact of changing the image classification part on top of the DNN on the ability to index the descriptors with a LSH or a kd-tree algorithm. Proposes to use softmax cross-entropy loss to learn a network that tries to reduce the angles between inputs and the corresponding class vectors in a supervised framework using.,"A method for determining the angle between query and database points to determine the nearest neighbor. This work studies the cosine similarity NNS problem in hyperplane LSH BID3 using an angle of  with the closest vector, and compares the two ANN implementations as a function of the angle of the query and the closest neighbor search. The paper presents a method to estimate the distance between query time and query time to find the correct neighbor."
Adversarial learning methods encourage NLI models to ignore dataset-specific biases and help models transfer across datasets. The article proposes an adversarial setup to mitigate annotation artifacts in natural language inference data This study presents a method for removing bias of a textual entailment model through an adversarial training objective.,A domain-adversarial training framework for NLI models that performs well on other NLI datasets regardless of what annotation artifacts exist in the training corpus's hypotheses. This work introduces two architectures that enable a model to perform well on non-trivial datasets without possibly learning the relationship between the two texts.
"Object instance recognition with adversarial autoencoders was performed with a novel 'mental image' target that is canonical representation of the input image. The article proposes a method to learn features for object recognition that is invariant to various transformations of the object, most notably object pose. This study investigated the task of few shot recognition via a generated “mental image” as intermediate representation given the input image.","A mental image DCGAN that learns features that are useful for recognizing entire classes of objects. This article introduces a new way to learn the mental image and adversarial loss in a multimodal autoencoder, where the discriminator can tell a real target sample quickly and the real component of the opponent. The authors present a mental image generation approach with a dual-mode learning approach"
"Question answering models that model the joint distribution of questions and answers can learn more than discriminative models This study proposes a generative approach to textual and visual QA, where a joint distribution over the question and answer space given the context is learned, which captures more complex relationships. This article introduces a generative model for question answering and proposes to model p(q,a|c), factorized as p(a|c) * p(q|a,c). The authors proposes a generative QA model, which optimizes jointly the distribution of questions and answering given a document/context.","CLEVR is a fully connected layer applied to the concatenation of word embeddings and the hidden states of each layer of the language model. This work studies the problem of over-fitting to discriminative loss functions, which saturate when simple correlations allow the question to be answered confidently, leaving no incentive for further learning on the example."
"We learn deep networks of hard-threshold units by setting hidden-unit targets using combinatorial optimization and weights by convex optimization, resulting in improved performance on ImageNet. The study explains and generalizes approaches for learning neural nets with hard activation. This study examines the problem of optimizing deep networks of hard-threshold units. The article discusses the problem of optimizing neural networks with hard threshold and proposes a novel solution to it with a collection of heuristics/approximations.","A discrete optimization problem for hard-threshold hidden units in order to minimize loss. This work presents a mini-batch algorithm for learning deep neural networks that includes the popular but poorly justified straight-through estimator as a special case. The authors address the problem of learning deep deep networks with gradient descent, and show that it improves classification accuracy in a number of settings, including for AlexNet and ResNet-18 on ImageNet."
"pix2scene: a deep generative based approach for implicitly modelling the geometrical properties of a 3D scene from images Explores explaining scenes with surfels in a neural recognition model, and demonstrate results on image reconstruction, synthesis, and mental shape rotation. Authors introduce a method to create a 3D scene model given a 2D image and a camera pose using a self-superfised model","A method of unsupervised learning of the 3D structure from a single 2D image. This work introduces a method to infer the structural properties of a 3D scene using a latent variable (or vector) into a viewpoint-dependent representation of surface elements that constitute the visible part of the scene. The authors present a new model for 3D rendering, which uses a gradient-based renderer and a surfel-based rendering pipeline."
"We show how to use deep RL to construct agents that can solve social dilemmas beyond matrix games. Learning to play two-player general-sum games with state with imperfect information Specifies a trigger strategy (CCC) and corresponding algorithm, demonstrating convergence to efficient outcomes in social dilemmas without need for agents to observe each other's actions.","A method for learning cooperative and selfish policies that improves the behavior of both agents. This article introduces a new policy-ergodic approach to exchangeability in the prisoner's Dilemma, which can be used as a co-operation problem. The authors address the problem of exchangeability between agents by using a pair of policies, one for each agent, and a starting state with a low rate of payoff."
We learn a fast neural solver for PDEs that has convergence guarantees. Develops a method to accelerate the finite difference method in solving PDEs and proposes a revised framework for fixed point iteration after discretization. The authors propose a linear method for speeding up PDE solvers.,"A new linear convolutional network with a fixed point and fast convergence on the class of problems of interest. This work introduces a new iterator for discretized PDE problems, where the function b is clear from the underlying physical problem. The paper presents a method to learn a linear convex operator that can be used to solve discretized problems by learning a solution governed by the same A."
"Propose a novel method by integrating SG-MCMC sampling, group sparse prior and network pruning to learn Sparse Structured Ensemble (SSE) with improved performance and significantly reduced cost than traditional methods. The authors propose a procedure to generate an ensemble of sparse structured models A new framework for training ensemble neural networks that uses SG-MCMC methods within deep learning, and then increases computational efficiency by group sparsity+pruning. This work explores the use of FNN and LSTMs to make bayesian model averaging more computationally feasible and improve average model performance.","A Bayesian model averaging is more accurate in prediction and robust to over-fitting than point estimates of parameters. This study presents a Bayes-based method for posterior sampling, which uses a SGLD learning rate to learn from the posterior. The paper considers the problem of posterior sampling with a large number of models, and suggests a way to improve performance by using a random pruned network instead of random connection pruning."
"We propose and apply a meta-learning methodology based on Weak Supervision, for combining Semi-Supervised and Ensemble Learning on the task of Biomedical Relationship Extraction. A semi-supervised method for relation classification, which trains multiple base learners using a small labeled dataset and applies some of them to annotate unlabeled examples for semi-supervised learning. This study addresses the problem of generating training data for biological relation extraction, and uses predictions from data labeled by weak classifiers as additional training data for a meta learning algorithm. This article proposes a combination of semi-supervised learning and ensemble learning for information extraction, with experiments conducted on a biomedical relation extraction task","Using an ensemble learning methodology to improve the generalization of relation extraction in a small-scale controlled experiment. This work introduces a new method for supervised learning, which can be used on large-scale (or web-scale) datasets. The authors present a detailed approach to denoising relationships with neural networks, and show that it is useful for training data from different sources."
"we propose a regularizer that improves the classification performance of neural networks the authors propose to train a model from a point of maximizing mutual information between the predictions and the true outputs, with a regularization term that minimizes irrelevant information while learning. Proposes to decompose the parameters into an invertible feature map F and a linear transformation w in the last layer to maximize mutual information I(Y, \hat{T}) while constraining irrelevant information","A novel information optimization problem for supervised classification:Maximize I(Y; Y) and prevent over-fitting in the learning process. This article introduces a novel algorithm to optimize neural networks, which can be decomposed into two stages: Transformation stage of the unstructured signal under the deep invertible (invertible) feature map F to become linearly separable."
"Presents new architecture which leverages information globalization power of u-nets in a deeper networks and performs well across tasks without any bells and whistles. A network architecture for semantic image segmentation, based on composing a stack of basic U-Net architectures, that reduces the number of parameters and improves results. This proposes a stacked U-Net architecture for image segmentation.","stacked u-nets, which iteratively combine features from different resolution scales while maintaining resolution, are capable of handling the complexity of natural images. This article introduces a stack of auxiliary blocks to globalize information while preserving resolution for image segmentation and object detection tasks. The authors study the problem of globalizing information in a deep network by using a small number of parameters that can be used to address semantic segmentation tasks."
"We introduce a smoothness regularization for convolutional kernels of CNN that can help improve adversarial robustness and lead to perceptually-aligned gradients This work proposes a new regularization scheme that encourages convolutional kernels to be smoother, arguing that reducing neural network reliance on high-frequency components helps robustness against adversarial examples. The authors propose a method for learning smoother convolutional kernels, specifically, a regularizer penalizing large changes between consecutive pixels of the kernel with the intuition of penalizing the use of high-frequency input components.","Using a smooth kernel to filter out the low-frequency components of an image and improve models' robustness. This work studies the robustness of neural networks by regularizing the CNN to be most sensitive to the low (or high) component of images. The authors use a variation of logit pairing loss, which penalizes the KL divergence over softmax as the distance metric."
"We use meta-gradients to attack the training procedure of deep neural networks for graphs. Studies the problem of learning a better poisoned graph parameters that can maximize the loss of a graph neural network. An algorithm to alter graph structure by adding/deleting edges so as to degrade the global performance of node classification, and the idea to use meta-learning to solve the bilevel optimization problem.","A meta-learning approach for node classification, which is based on the meta-gradient principle of meta learning. This study introduces a meta learning method to infer the classes of the unlabeled nodes and shows that under restrictive attack settings, without access to the target classifier, our attacks can render it near-useless for use in production (i.e., on test data)."
We evaluate learning heteroscedastic noise models within different Differentiable Bayes Filters Proposes to learn heteroscedastic noise models from data by optimizing the prediction likelihood end-toend through differentiable Bayesian Filters and two different versions of the Unscented Kalman Filter Revisits Bayes filters and evaluates the benefit of training the observation and process noise models while keeping all other models fixed This paper presents a method to learn and use state and observation dependent noise in traditional Bayesian filtering algorithms. The approach consists of constructing a neural network model which takes as input the raw observation data and produces a compact representation and an associated diagonal covariance.,A method to learn heterostochastic process noise models from data by optimizing the prediction likelihood end-to-end through differentiable Bayesian Filters. This work introduces a method for learning heteroscedastic filtering from data using an unscented transform to predict the mean and covariance of the state at the next timestep.
"We propose a method for learning latent dependency structure in variational autoencoders. Uses a matrix of binary random variables to capture dependencies between latent variables in a hierarchical deep generative model. This work presents a VAE approach in which a dependency structure on the latent variable is learned during training. The authors propose to augment the latent space of a VAE with an auto-regressive structure, to improve the expressiveness of both the inference network and the latent prior","A method for learning the dependency structure between latent variables in deep generative models. The authors present a variational autoencoder framework for learning latent variable space in a Bayesian network with a learned, flexible dependency structure. This work introduces a new model that learns the dependency structure of a Latent Variable Structured Variable Scale (VAE) using a sampling procedure to generate expectations over latent variable structures."
We examine the relationship between probability density values and image content in non-invertible GANs. The authors try to estimate the probability distribution of the image with the help of GAN and develop a proper approximation to the PDFs in the latent space.,"A method to extract the probability density of an image given its latent representation. This article introduces a method for estimating densities in MNIST images, which uses the discriminator to produce samples that are likely to be real and low values to fake points. The authors study the problem of calculating density in GANs by comparing histograms of predicted distributions in the train and test datasets."
A simple fast method for extracting visual features from convolutional neural networks Proposes a fast way to learn convolutional features that later can be used with any classifier by using reduced numbers of training epocs and specific schedule delays of learning rate Use a learning rate decay scheme that is fixed relative to the number of epochs used in training and extract the penultimate layer output as features to train a conventional classifier.,A new approach to learning feature fast is to design a step decay schedule that is a function of the total number of epochs predicted to train the model. This study presents a method to learn feature fast in a neural network by using supervised Convolutional Neural Networks (CNN) to extract high-quality image features.
"Decompose the task of learning a generative model into learning disentangled latent factors for subsets of the data and then learning the joint over those latent factors. Locally Disentangled Factors for hierarchical latent variable generative model, which can be seen as a hierarchical variant of Adversarially Learned Inference The paper investigates the potential of hierarchical latent variable models for generating images and image sequences and proposes to train several ALI models stacked on top of each other to create a hierarchical representation of the data. The work aims to learn the hierarchies for training GAN in a hierarchical optimization schedule directly instead of being designed by a human","A method for unsupervised learning of hierarchical latent variables with a requisite but general prior to facilitate disentangled learning dynamics in each level. This work introduces a new approach to unsupervised models, which uses a resolution-based hierarchy framework and the inference framework. The paper presents a method to decouple level-wise training objectives which significantly accelerates the training process."
"Inspired by prior work on Sliced-Wasserstein Autoencoders (SWAE) and kernel smoothing we construct a new generative model – Cramer-Wold AutoEncoder (CWAE). This work proposes a WAE variant based on a new statistical distance between the encoded data distribution and the latent prior distribution Introduces a variation on the Wasserstein AudoEncoders which is a novel regularized auto-encoder architecture that proposes a specific choice of the divergence penalty This article proposes the Cramer-Wold autoencoder, which uses the Cramer-Wold distance between two distributions based on the Cramer-Wold Theorem.","This article introduces a method for estimating the distance between two distributions and the distance of a sample from the standard normal density. The paper presents a novel method to compute distance between different distributions by using a close analytic formula, which can be used to approximate the divergence measure in WAE-MMD. This work explores the problem of decomposition on a distribution with a closed-form obtained from a characteristic kernel"
"Learn to rank learning curves in order to stop unpromising training jobs early. Novelty: use of pairwise ranking loss to directly model the probability of improving and transfer learning across data sets to reduce required training data. The article proposes a method to rank learning curves of neural networks that can model learning curves across different datasets, achieving higher speed-ups on image classification tasks.",A method to determine the likelihood of no improvement is to compare the learning curve of a new configuration to the one of the currently best configurations. This article introduces a meta-knowledge method that models the probability that the model currently being investigated surpasses the best solution so far.
"Empirically shows that larger models train in fewer training steps, because all factors in weight space traversal improve. This study shows that wider RNNs improve convergence speed when applied to NLP problems, and by extension the effect of increasing the widths in deep neural networks on the convergence of optimization This study characterizes the impact of over-parametrization in the number of iterations it takes an algorithm to converge, and presents further empirical observations on the effects of over-parametrization in neural network training.","A convergence curve characterized by direct distance from initialization point to final point, the average step size and the average angle between gradient vectors and the path that connects current weights to final wights. This study presents a convergence curve that can be characterized into a powerlaw region within which the number of gradient updates to convergence has a reciprocal relationship to model size and linear relationship to its dataset size."
"Generalized Graph Embedding Models A generalized knowledge graph embedding approach which learns the embeddings based on three different simultaneous objectives, and performs on par or even outperforms existing state-of-the art approaches. Tackles the task of learning embeddings of multi-relational graphs using a neural network Proposes a new method, GEN, to compute embeddings of multirelationship graphs, particularly that so-called E-Cells and R-Cells can answer queries of the form (h,r,?),(?r,t), and (h,?,t)","A new embedding learning framework for modeling author connections on social networks that is more robust to global underfitting and local over-fitting. This work introduces a new embedded learning framework, which can be used to solve link prediction problems. The authors present a model for neural network embeddation that uses a hidden layer of the embedded dictionary in order to answer query."
"Mean Replacement is an efficient method to improve the loss after pruning and Taylor approximation based scoring functions works better with absolute values. Proposes a simple improvement to methods for unit pruning using ""mean replacement"" This paper presents a mean-replacement pruning strategy and utilizes the absolute-valued Taylor expansion as the scoring function for the pruning","A new pruning method to prune a predefined fraction of its units using the chosen criterion, and measure the pruning penalty by comparing the losses measured before and after pruning. This work introduces a new scoring function for all scoring functions and shows that the best performing scoring functions are somewhat consistent over the course of training, implying that the dead parts of the network appear during the stages of training."
"We introduce a system called GamePad to explore the application of machine learning methods to theorem proving in the Coq proof assistant. This article describes a system for applying machine learning to interactive theorem proving, focuses on tasks of tactic prediction and position evaluation, and shows that a neural model outperforms an SVM on both tasks. Proposes that machine learning techniques be used to help build proof in the theorem prover Coq.","This article introduces a new system for theorem proving in the Coq proof assistant. The paper presents a method for the application of the coq proof script to the task of premise selection, which can be used on tasks useful for the automate prediction task. The authors present a way to learn proof state by implementing a patch to Coq that uses a Coq Ltac interpreter to log the intermediate proof states."
"We propose a self-ensemble framework to train more robust deep learning models under noisy labeled datasets. This study proposed ""self-ensemble label filtering"" for learning with noisy labels where the label noise is instance-independent, which yield more accurate identification of inconsistent predictions. This article proposes an algorithm for learning from data with noisy labels which alternates between updating the model and removing samples that look like they have noisy labels.","A method for self-ensemble learning under noisy labels. This work introduces a method to learn from noisy labels by using a model ensemble to improve the performance of DNNs. The authors present a framework for non-expert learning on noisy labels that uses a moving-average of model snapshots to filter out the noisy labels, and show that SELF consistently outperforms the existing methods on asymmetric and symmetric noise at all noise levels."
"An algorithm for training neural networks efficiently on temporally redundant data. The paper describes a neural coding scheme for spike based learning in deep neural networks This paper presents a method for spike based learning that aims at reducing the needed computation during learning and testing when classifying temporal redundant data. This work applies a predictive coding version of the Sigma-Delta encoding scheme to reduce a computational load on a deep learning network, combining the three components in a way not seen previously.","This work presents a new algorithm for adaptive layer quantization on all layers of a neural network. This article introduces a method for adaptively tuning the gradients on each layer of the neural network to match the running average of the magnitude of the data. The authors present a novel algorithm for encoding layers of neural networks that can be trained with backpropagation, despite only communicating discrete values between layers."
A trick on adversarial samples so that the mis-classified labels are imperceptible in the label space to human observers A method for constructing adversarial attacks that are less detectable by humans without cost in image space by changing the target class to be similar to the original class of the image.,"An attack that makes adversarial samples less recognizable in the label space by human observers. This work introduces a method for generating adversarials to be mis-classified as the target label, and shows improvement in the attack rate is not at the expense of loss in the image space. The paper presents a new attack method that can attack a classifier with ""similar"" label to the input image's ground truth."
"We propose AD-VAT, where the tracker and the target object, viewed as two learnable agents, are opponents and can mutually enhance during training. This work aims to address the visual active tracking problem with a training mechanism in which the tracker and target serve as mutual opponents This paper presents a simple multi-agent Deep RL task where a moving tracker tries to follow a moving target. Proposes a novel reward function - ""partial zero sum"", which only encourages the tracker-target competition when they are close and penalizes whey they are too far.","A novel reversarial reinforcement learning method for VAT task, i.e., the Asymmetric Dueling mechanism (AD-VAT). This article introduces a new approach to training agents using adversarial neural networks in order to predict the tracker’s reward as an auxiliary task. The study presents a method for training agents that is more likely to compete with a target with the appropriate difficulty level when both agents are stronger simultaneously."
"Human behavioral judgments are used to obtain sparse and interpretable representations of objects that generalize to other tasks This work describes a large-scale experiment on human object/sematic representations and a model of such representations. This work develops a new representation system for object representations from training on data collected from odd-one-out human judgements of images. A new approach to learn a sparse, positive, interpretable semantic space that maximizes human similarity judgements by training to specifically maximize the prediction of human similarity judgements.","A probabilistic model for a given trial with non-negativity and sparsity penalty. This study presents a novel method for estimating the differences between concept senses by using a random initialization parameter to obtain sparse embeddings. The authors present a model for two concepts that can be used to model phenomena such as judgments of typicality or similarity between concepts, or reaction times in various semantic tasks."
"We train generative adversarial networks in a progressive fashion, enabling us to generate high-resolution images with high quality. Introduces progressive growing and a simple parameter-free minibatch summary statistic feature for use in GAN training to enable synthesis of high-resolution images.","A GAN formulation that does not explicitly require the entire training data distribution to be represented by the resulting generative model. This article introduces a method for measuring the degree of preserved variation in GANs, which can be used to measure the distance between the training distribution and the generated distribution. The authors present a GAN formula that uses weight initialization instead of a trivial N (0, 1) initialization and then explicitly scale the weights at runtime."
"A fast second-order solver for deep learning that works on ImageNet-scale problems with no hyper-parameter tuning Choosing direction by using a single step of gradient descent ""towards Newton step"" from an original estimate, and then taking this direction instead of original gradient A new approximate second-order optimization method with low computational cost that replaces the computation of the Hessian matrix with a single gradient step and a warm start strategy.","A method for non-convex deep network optimisation, which is useful against first order solvers. This article introduces a new Hessian-free method that can be used to improve second-order neural networks without the inner CG loop. The authors present a method for multi-task deep neural networks with no hyper-parameter tuning and show strong results on several large-scale problems."
Models of source code that combine global and structural features learn more powerful representations of programs. A new method to model the source code for the bug repairing task using a sandwich model like [RNN GNN RNN] which significantly improves localization and repair accuracy.,"A graph-based embedding of programs to predict the most likely variable at each variable-use location and generate a repair prediction using an enumerative approach. This work introduces a graph neural network architecture that integrates message passing with the semantic structural information available to the GGNN. The paper presents two new models that efficiently combine longerdistance information, such as the sequence model can represent, with the number of message passes."
"A novel differentiable neural architecture search framework for mixed quantization of ConvNets. The authors introduce a new method for neural architecture search which selects the precision quantization of weights at each neural network layer, and use it in the context of network compression. The work presents a new approach in network quantization by quantizing different layers with different bit-widths and introduces a new differentiable neural architecture search framework.","This paper introduces a new framework for quantization of neural nets, which uses the DNAS framework to solve the mixed precision quantization problem. The authors study the stochastic super net as a method for quantizing macro architectures of neural networks by constructing a super net whose macro architecture (number of layers, filter size of each layer, etc.) is the same as the target network."
"We propose an novel learning method for deep sound recognition named BC learning. Authors defined a new learning task that requires a DNN to predict mixing ratio between sounds from two different classes to increase discriminitive power of the final learned network. Proposes a method to improve the performance of a generic learning method by generating ""in between class"" training samples and presents the basic intuition and necessity of the proposed technique.","A model that learns to mix the mixed sounds of dog bark and rain with a certain ratio is proportional to the original feature distribution of class A and B. This work studies the performance of sound recognition networks on datasets and data augmentation schemes in which BC learning proves to be always beneficial. The study presents a method for improving the performance on various sound recognition network, datasets, and data-augmentation schemes."
"Motivated by theories of language and communication, we introduce community-based autoencoders, in which multiple encoders and decoders collectively learn structured and reusable representations. The authors tackle the problem of representation learning, aim to build reusable and structured represenation, argue co-adaptation between encoder and decoder in traditional AE yields poor representation, and introduce community based auto-encoders. The article presents a community based autoencoder framework to address co-adaptation of encoders and decoders and aims at constructing better representations.",A framework for autoencoders that can be used to train a community-based encoder and decoder. This article introduces a framework for learning representations that are more easily extracted and re-used for supervised learning and reinforcement learning. The authors study the problem of co-adaptation between a pair of encoders and a non-decoder classifier
"This work presents a new deep learning architecture for addressing the problem of supervised learning with sparse and irregularly sampled multivariate time series. Proposes a framework for making predictions on sparse, irregularly sampled time-series data using an interpolation module that models the missing values in using smooth interpolation, non-smooth interpolation, and intensity. Solves the problem of supervised learning with sparse and irregularly sampled multivariate time series using a semi-parametric interpolation network followed by a prediction network.","A deep learning model for multivariate time series that can be shared across multiple dimensions during the interpolation stage, while any standard deep-learning model can be used for the prediction network. This work introduces a deep learning architecture for multi-time series prediction which uses a semi-parametric intensity function representation to isolate information about short duration events from broader trends."
"We propose 3D shape programs, a structured, compositional shape representation. Our model learns to infer and execute shape programs to explain 3D shapes. An approach to infer shape programs given 3D models, with architecture consisting of a recurrent network that encodes a 3D shape and outputs instructions, and a second module that renders the program to 3D. This article introduces a high-level semantic description for 3D shapes, given by the ShapeProgram.","A purely end-to-end neural network synthesizer for 3D graphics. This article introduces a novel way to infer 3D shapes from raw, unannotated shapes, and shows how it can be used to reconstruct parts of objects. The authors present a method for modeling 3D images using a domain-specific language, which uses a specific language to learn more about the structure of objects and their properties."
"We define a flexible DSL for RNN architecture generation that allows RNNs of varying size and complexity and propose a ranking function that represents RNNs as recursive neural networks, simulating their performance to decide on the most promising architectures. Introduces a new method to generate RNNs architectures using a domain-specific language for two types of generators (random and RL-based) together with a ranking function and evaluator. This article casts the search of good RNN Cell architectures as a black-box optimization problem where examples are represented as an operator tree and scored based on learnt functions or generated by a RL agent. This article investigates meta-learning strategy for automated architecture search in the context of RNN by using a DSL that specifies RNN recurrent operations.","This article introduces a new algorithm for RNN architectures that uses a hidden state h t and an extension of the DSL to code. This study presents a novel method for generating RNNs by using a LSTM-encoder-decoder, which can be used to generate a dataset of candidate architectures. The authors present a technique for constructing RNN with a unique vector representation in the output node"
"Deep and narrow neural networks will converge to erroneous mean or median states of the target function depending on the loss with high probability. This work studies failure modes of deep and narrow networks, focusing on as small as possible models for which the undesired behavior occurs. This paper shows that the training of deep ReLU neural networks will converge to a constant classifier with high probability over random initialization if hidden layer widths are too small.","A simple approximately radial activation function can be approximated by a small 3-layer feed-forward NN, but it cannot be approximated by any 2-layer network with the same accuracy irrespective of the activation functions. This work presents a novel approxiation theory of a class of (possibly discontinuous) piecewise C  functions for ReLU NNs, showing that no more than O( 2(d"
