target,abstractive_summary
learn hierarchal sub-policies through end-to-end training over a distribution of tasks The authors consider the problem of learning a useful set of ‘sub policies’ that can be shared between tasks so as to jump start learning on new tasks drawn from the task distribution. This work proposes a novel method for inducing temporal hierarchical structure in a specialized multi-task setting.,"A new master policy that is optimized for sparse-reward tasks. This work introduces a new model of sub-policies that can be used to train agents in complex physics environments with long time horizons. The authors show that the master policy is efficient enough to learn in a large number of gradient updates, and that it is robust enough to transfer them towards otherwise unsolvable non-solvable tasks."
"Represent each entity as a probability distribution over contexts embedded in a ground space. Proposes to construct word embeddings from a histogram over context words, instead of as point vectors, which allows for measuring distances between two words in terms of optimal transport between the histograms through a method that augments representation of an entity from standard ""point in a vector space"" to a histogram with bins located at some points in that vector space.","A method for optimal transport between documents and contexts that can capture such inherent uncertainty and polysemy. This work explores the problem of co-occurrence information required to build the distributions as a first step of point-wise embedding methods, but has been ignored in the past. The authors present a method for determining the distance between documents by defining a suitable underlying cost on the movement of contexts."
"precision highway; a generalized concept of high-precision information flow for sub 4-bit quantization Investigates the problem of neural network quantization by employing an end-to-end precision highway to reduce the accumulated quantization error and enable ultra-low precision in deep neural networks. This study studies methods to improve the performance of quantized neural networks This paper proposes to keep a high activation/gradient flow in two kinds of networks structures, ResNet and LSTM.","A network-level approach to quantization, called precision highway, for high-precision information flow. This work introduces a novel quantization method that can be applied to the pre-activation convolutional and recurrent neural networks. The authors present a method for quantization using weight/activation quantization with no accuracy loss and an analysis of the energy and memory overhead of the network."
"Many graph classification data sets have duplicates, thus raising questions about generalization abilities and fair comparison of the models. The authors discuss isomorphism bias in graph datasets, the overfitting effect in learning networks whenever graph isomorphism features are incorporated within the model, theoretically analogous to data leakage effects.","A graph classification algorithm for isomorphic graphs that has repeating instances which cause the problem of a bias in the training data set. This work presents a graph classification problem with mismatched target labels that are different from the target label, and shows that it is not expressive enough to map the structure of the graphs to the target labels correctly. The authors present a method to classify graphs using a single number that uniquely identifies an individual graph."
"We utilize the alternating minimization principle to provide an effective novel technique to train deep autoencoders. Alternating minimization framework for training autoencoder and encoder-decoder networks The authors explore an alternating optimization approach for training Auto Encoders, treating each layer as a generalized linear model, and suggest using the stochastic normalized GD as the minimization algorithm in each phase.","A method for training neural networks with sigmoid activation functions that can be applied to quasi-convex optimization problems. This work introduces alternating minimization strategy, DANTE, which can be used to train multi-layer networks with multiple hidden layers. The authors present a method to train autoencoders and show how to use the generalized ReLU function to train deep neural networks without further finetuning/cross-validation."
"We propose an algorithmic framework to schedule constellations of small spacecraft with 3-DOF re-orientation capabilities, networked with inter-sat links. This work proposes a communication module to optimize the schedule of communication for the problem of spacecraft constellations, and compares the algorithm in distributed and centralized settings.","A new algorithmic scheduler that optimizes the schedule for any satellite in a given constellation to observe a known set of ground regions with rapidly changing parameters and observation requirements. This work introduces an algorithmic framework for combining satellite and subsystem characteristics with a network-wide scheduler, which is expected to run onboard every satellite from one GP to another."
"Image captioning as a conditional GAN training with novel architectures, also study two discrete GAN training methods. An improved GAN model for image captioning that proposes a context-aware LSTM captioner, introduces a stronger co-attentive discriminator with better performance, and uses SCST for GAN training.","A GAN-based framework for image captioning that enables better language composition, more accurate compositional alignment of image and text, and light-weight efficient training of discrete sequence GANs. This work studies the viability of self-critical Sequence Training (SCST) and Gumbel Straight-Through (Gumbel ST)."
A two-stage approach consisting of sentence selection followed by span selection can be made more robust to adversarial attacks in comparison to a single-stage model trained on full context. This article investigates an existing model and finds that a two-stage trained QA method is not more robust to adversarial attacks compared to other methods.,A new approach for two-stage QA that decomposes the task into two stages: select relevant sentences from the passage; and select a span among those sentences. This work presents a novel way to make adversarial models more robust to adversarially attacks. The authors present a method for learning a fixed-length question representation that is then used to score potential spans in the context selection process.
"We use a GAN discriminator to perform an approximate rejection sampling scheme on the output of the GAN generator. Proposes a rejection sampling algorithm for sampling from the GAN generator. This study proposed a post-processing rejection sampling scheme for GANs, named Discriminator Rejection Sampling, to help filter ‘good’ samples from GANs’ generator.","A method to correct errors in the GAN generator distribution. This work introduces a new rejection sampling scheme using the discriminator to completely minimize its own loss yields DISPLAYFORM. The authors present a method for resolving the problem of reject sampling and show that under quite strict assumptions, this scheme allows us to recover the data distribution exactly."
We show how to get good representations from the point of view of Simiarity Search. Studies the impact of changing the image classification part on top of the DNN on the ability to index the descriptors with a LSH or a kd-tree algorithm. Proposes to use softmax cross-entropy loss to learn a network that tries to reduce the angles between inputs and the corresponding class vectors in a supervised framework using.,A new dataset of n = 10 6 random unit vectors and plant queries at a given angle  from a randomly selected subset of database points. The authors study the cosine similarity problem in hyperplane LSH BID3 and show that the probability of finding the closest vector is at least 99.33%.
Adversarial learning methods encourage NLI models to ignore dataset-specific biases and help models transfer across datasets. The article proposes an adversarial setup to mitigate annotation artifacts in natural language inference data This paper presents a method for removing bias of a textual entailment model through an adversarial training objective.,"A domain-adversarial training framework for neural networks that can perform well on other NLI datasets regardless of what annotation artifacts exist in the training corpus' hypotheses. This work presents two architectures that enable a model to perform well against hidden biases, while in fact they are still hidden in the representation. The authors present an adversarial loss function that reduces the risk of false impressions of success."
"Object instance recognition with adversarial autoencoders was performed with a novel 'mental image' target that is canonical representation of the input image. The work proposes a method to learn features for object recognition that is invariant to various transformations of the object, most notably object pose. This article investigated the task of few shot recognition via a generated “mental image” as intermediate representation given the input image.","A new mental image DCGAN that learns features that are useful for recognizing entire classes of objects. This work introduces a new approach to learning mental images from the perspective of an object generation model and a discriminator-like representation of the object in the form of a bottleneck feature vector, of length n. The authors describe a novel way of learning mental image recognition by learning a range of classification features from the input to the target distribution."
"Question answering models that model the joint distribution of questions and answers can learn more than discriminative models This paper proposes a generative approach to textual and visual QA, where a joint distribution over the question and answer space given the context is learned, which captures more complex relationships. This work introduces a generative model for question answering and proposes to model p(q,a|c), factorized as p(a|c) * p(q|a,c). The authors proposes a generative QA model, which optimizes jointly the distribution of questions and answering given a document/context.","A discriminative language model that can identify the only producer, and ignore the rest of the question. This work introduces a discriminative loss function which saturates when simple correlations allow the question to be answered confidently, leaving no incentive for further learning on the example. The authors address the problem of discriminative word embedding by using a hidden state of each layer of a language model with a trainable vector of size d."
"We learn deep networks of hard-threshold units by setting hidden-unit targets using combinatorial optimization and weights by convex optimization, resulting in improved performance on ImageNet. The work explains and generalizes approaches for learning neural nets with hard activation. This study examines the problem of optimizing deep networks of hard-threshold units. The study discusses the problem of optimizing neural networks with hard threshold and proposes a novel solution to it with a collection of heuristics/approximations.","A mini-batch algorithm for learning deep hard-threshold networks that includes the popular but poorly justified straight-through estimator as a special case. The authors address the problem of learning deep neural networks with hidden units in order to minimize loss, and show that it improves classification accuracy in a number of settings, including for AlexNet and ResNet-18 on ImageNet."
"pix2scene: a deep generative based approach for implicitly modelling the geometrical properties of a 3D scene from images Explores explaining scenes with surfels in a neural recognition model, and demonstrate results on image reconstruction, synthesis, and mental shape rotation. Authors introduce a method to create a 3D scene model given a 2D image and a camera pose using a self-superfised model","A method of unsupervised learning of the 3D structure in a 3D scene using a latent variable. This work studies the structural properties of a 2D scene and shows that only a small fraction of the entities are perceivable from the camera. The authors present a method to learn a surfel-based representation of the visible part of the scene by learning a viewpoint-dependent representation of surface elements, similar to surfels BID24"
"We show how to use deep RL to construct agents that can solve social dilemmas beyond matrix games. Learning to play two-player general-sum games with state with imperfect information Specifies a trigger strategy (CCC) and corresponding algorithm, demonstrating convergence to efficient outcomes in social dilemmas without need for agents to observe each other's actions.","A method for learning cooperative and selfish policies that improves game-to-game performance. The authors address the problem of defection in the Prisoner's Dilemma by introducing a new policy gradient technique to improve the rate of payoff between agents. This article introduces a novel approach to learn cooperative policies, which can be used to train agents with a different level of co-operation and a higher rate of return on their own."
We learn a fast neural solver for PDEs that has convergence guarantees. Develops a method to accelerate the finite difference method in solving PDEs and proposes a revised framework for fixed point iteration after discretization. The authors propose a linear method for speeding up PDE solvers.,A new linear convolutional network that can be used to solve a class of PDE problems governed by the same A. This work introduces a new iterator for discretized PDE problem solving with a fixed point and fast convergence on the class of problems of interest. The authors address the problem of learning an iterative solver that is able to approximate T (I) from a single point of view.
"Propose a novel method by integrating SG-MCMC sampling, group sparse prior and network pruning to learn Sparse Structured Ensemble (SSE) with improved performance and significantly reduced cost than traditional methods. The authors propose a procedure to generate an ensemble of sparse structured models A new framework for training ensemble neural networks that uses SG-MCMC methods within deep learning, and then increases computational efficiency by group sparsity+pruning. This work explores the use of FNN and LSTMs to make bayesian model averaging more computationally feasible and improve average model performance.","A Bayesian inference framework that averaging more models than other traditional methods of learning ensembles can improve performance. This study studies the problem of posterior sampling in LSTM with an emphasis on discretization error, and shows that SGLD does not have a Metropolis-Hastings correction step. The authors present a method for evaluating posterior sampling as a result of a lack of regularization in the case of DNNs."
"We propose and apply a meta-learning methodology based on Weak Supervision, for combining Semi-Supervised and Ensemble Learning on the task of Biomedical Relationship Extraction. A semi-supervised method for relation classification, which trains multiple base learners using a small labeled dataset and applies some of them to annotate unlabeled examples for semi-supervised learning. This article addresses the problem of generating training data for biological relation extraction, and uses predictions from data labeled by weak classifiers as additional training data for a meta learning algorithm. This study proposes a combination of semi-supervised learning and ensemble learning for information extraction, with experiments conducted on a biomedical relation extraction task","This study introduces a new ensemble learning methodology for relation extraction, which can be adapted and generalized to large-scale (or web-scale) datasets. The authors present a method for ensemble learning with deep neural networks that uses an unlabeled data point to generate a label or abstain from voting. This work explores the problem of ensemble learning in a small-scale controlled environment by using a multi-modal network"
"we propose a regularizer that improves the classification performance of neural networks the authors propose to train a model from a point of maximizing mutual information between the predictions and the true outputs, with a regularization term that minimizes irrelevant information while learning. Proposes to decompose the parameters into an invertible feature map F and a linear transformation w in the last layer to maximize mutual information I(Y, \hat{T}) while constraining irrelevant information","A novel information optimization problem for the discrete prediction random variable Y in deep neural network. This work introduces a new algorithm to predict the mutual information between signal X and feature T, which can be decomposed into two stages: Transformation stage, transformation stage, and classification stage. The authors present a novel algorithm for the classification of deep neural networks that is robust against invertible features of Y and prevents over-fitting in the learning process."
"Presents new architecture which leverages information globalization power of u-nets in a deeper networks and performs well across tasks without any bells and whistles. A network architecture for semantic image segmentation, based on composing a stack of basic U-Net architectures, that reduces the number of parameters and improves results. This proposes a stacked U-Net architecture for image segmentation.",A deep-net architecture capable of handling the complexity of natural images that leverages information globalization power of u-nets in a deeper net-work architecture. This study presents a deep network for image segmentation and object detection tasks that requires global information about all pixels in an image. The authors present a wide range of net- work architectures that combine features from different resolution scales to achieve higher resolution on semantic segmentation tasks.
"We introduce a smoothness regularization for convolutional kernels of CNN that can help improve adversarial robustness and lead to perceptually-aligned gradients This paper proposes a new regularization scheme that encourages convolutional kernels to be smoother, arguing that reducing neural network reliance on high-frequency components helps robustness against adversarial examples. The authors propose a method for learning smoother convolutional kernels, specifically, a regularizer penalizing large changes between consecutive pixels of the kernel with the intuition of penalizing the use of high-frequency input components.","Using a smooth kernel to filter out the low-frequency components of an image and improve the robustness of models. This work introduces a new definition of the high-frequency component of a neural network by using a variation of logit pairing loss, which penalizes the KL divergence over softmax as a distance metric."
"We use meta-gradients to attack the training procedure of deep neural networks for graphs. Studies the problem of learning a better poisoned graph parameters that can maximize the loss of a graph neural network. An algorithm to alter graph structure by adding/deleting edges so as to degrade the global performance of node classification, and the idea to use meta-learning to solve the bilevel optimization problem.","A meta-learning approach for non-targeted node classification, which is based on a meta-gradient that learns to avoid poisoning attackers. This work introduces a new meta gradient method for the detection of attacks in a multi-task learning setting, and shows that the meta gradient achieves similar results to the bi-level formulation in Eq. The authors show that meta learning is more efficient than meta learning."
We evaluate learning heteroscedastic noise models within different Differentiable Bayes Filters Proposes to learn heteroscedastic noise models from data by optimizing the prediction likelihood end-toend through differentiable Bayesian Filters and two different versions of the Unscented Kalman Filter Revisits Bayes filters and evaluates the benefit of training the observation and process noise models while keeping all other models fixed This study presents a method to learn and use state and observation dependent noise in traditional Bayesian filtering algorithms. The approach consists of constructing a neural network model which takes as input the raw observation data and produces a compact representation and an associated diagonal covariance.,A method to learn heterostochastic noise models from data by optimizing the prediction likelihood end-to-end through differentiable Bayesian Filters. This work presents a method for learning heteroscedastic process noise models by learning the observation noise from data and using it as a filtering method. The authors present a way to learn a heterosceptic process noise model that predicts higher uncertainty for the position and heading of the car.
"We propose a method for learning latent dependency structure in variational autoencoders. Uses a matrix of binary random variables to capture dependencies between latent variables in a hierarchical deep generative model. This paper presents a VAE approach in which a dependency structure on the latent variable is learned during training. The authors propose to augment the latent space of a VAE with an auto-regressive structure, to improve the expressiveness of both the inference network and the latent prior","A method for learning the dependency structure between latent variables in deep generative models. This work introduces a variational autoencoder framework that learns the depend structure of a latent variable model and combines it with a learned, flexible dependency structure. The authors present a method to learn a dependency structure in a Bayesian network using a sampling procedure to achieve higher expectations over latent variable structures."
We examine the relationship between probability density values and image content in non-invertible GANs. The authors try to estimate the probability distribution of the image with the help of GAN and develop a proper approximation to the PDFs in the latent space.,"A method to extract the probability density value of an image given its latent representation. This work introduces a method for estimating densities of image distributions by using a discriminator to produce samples that are likely to be real and low values to fake points. The authors present a way to estimate density in images of high density, and show that it is possible to use a GAN to generate samples from the discriminator classifying them as real."
A simple fast method for extracting visual features from convolutional neural networks Proposes a fast way to learn convolutional features that later can be used with any classifier by using reduced numbers of training epocs and specific schedule delays of learning rate Use a learning rate decay scheme that is fixed relative to the number of epochs used in training and extract the penultimate layer output as features to train a conventional classifier.,A new approach to learning feature fast is to design a step decay schedule that is based on the total number of epochs predicted to train the model. This work introduces a method to learn feature fast by using supervised Convolutional Neural Networks (CNNs) to extract high-quality image features Fast. The authors address the problem of building feature fast models with exponential and fast decay of the learning rate.
"Decompose the task of learning a generative model into learning disentangled latent factors for subsets of the data and then learning the joint over those latent factors. Locally Disentangled Factors for hierarchical latent variable generative model, which can be seen as a hierarchical variant of Adversarially Learned Inference The study investigates the potential of hierarchical latent variable models for generating images and image sequences and proposes to train several ALI models stacked on top of each other to create a hierarchical representation of the data. The work aims to learn the hierarchies for training GAN in a hierarchical optimization schedule directly instead of being designed by a human",A method to learn hierarchical latent variables with a requisite but general prior to disentangled learning. This study presents a method for unsupervised modeling models of high-dimensional observed variables and shows that it is possible to achieve decoupled training of complicated generative models. This work introduces a new approach to the disentanglement of hierarchy models by using a resolution hierarchial framework.
"Inspired by prior work on Sliced-Wasserstein Autoencoders (SWAE) and kernel smoothing we construct a new generative model – Cramer-Wold AutoEncoder (CWAE). This paper proposes a WAE variant based on a new statistical distance between the encoded data distribution and the latent prior distribution Introduces a variation on the Wasserstein AudoEncoders which is a novel regularized auto-encoder architecture that proposes a specific choice of the divergence penalty This article proposes the Cramer-Wold autoencoder, which uses the Cramer-Wold distance between two distributions based on the Cramer-Wold Theorem.",A method for estimating distance between two distributions to one dimensional calculation. This work introduces a method for measuring distance between samples and the distance of a sample from the standard normal density. The authors investigate the problem of divergence measurement in the absence of an analytic formula that would enable the computation of the distance between different distributions by using the Cramer-Wold Theorem BID3 and Radon Transform BID4.
"Learn to rank learning curves in order to stop unpromising training jobs early. Novelty: use of pairwise ranking loss to directly model the probability of improving and transfer learning across data sets to reduce required training data. The paper proposes a method to rank learning curves of neural networks that can model learning curves across different datasets, achieving higher speed-ups on image classification tasks.","A method to determine the likelihood of no improvement is to compare the learning curve of a new configuration to the one of the currently best configurations. This work introduces a ranking model that models the probability that the current best solution surpasses the best solution so far. The authors use meta-knowledge to explicitly denote the entire learning curve, y 1 and y max."
"Empirically shows that larger models train in fewer training steps, because all factors in weight space traversal improve. This study shows that wider RNNs improve convergence speed when applied to NLP problems, and by extension the effect of increasing the widths in deep neural networks on the convergence of optimization This study characterizes the impact of over-parametrization in the number of iterations it takes an algorithm to converge, and presents further empirical observations on the effects of over-parametrization in neural network training.","A convergence curve characterized by direct distance from initialization point to final point, the average step size grows with a power-law-like relationship, and the average angle between gradient vectors becomes more aligned with each other during traversal. This study presents a convergence rate model that can be characterized into a grid region within which the number of gradient updates to convergence has a reciprocal relationship to model size and linear relationship to dataset size."
"Generalized Graph Embedding Models A generalized knowledge graph embedding approach which learns the embeddings based on three different simultaneous objectives, and performs on par or even outperforms existing state-of-the art approaches. Tackles the task of learning embeddings of multi-relational graphs using a neural network Proposes a new method, GEN, to compute embeddings of multirelationship graphs, particularly that so-called E-Cells and R-Cells can answer queries of the form (h,r,?),(?r,t), and (h,?,t)","The proposed embedding learning framework for modeling author connections on social networks is completely unsupervised, which is distinctly different from previous works. This study considers the problem of embeddering neural networks using a hidden layer of the embedded dictionary and shows that it outperforms when given 50% of the data in a wide variety of artificial intelligence tasks. The authors present a model with a non-supervised label, which can be used to solve link prediction problems."
"Mean Replacement is an efficient method to improve the loss after pruning and Taylor approximation based scoring functions works better with absolute values. Proposes a simple improvement to methods for unit pruning using ""mean replacement"" This work presents a mean-replacement pruning strategy and utilizes the absolute-valued Taylor expansion as the scoring function for the pruning","A pruning method to prune a predefined fraction of its units using a chosen criterion and measure the pruning penalty. This work introduces a pruning strategy for prunable networks, where the best performing scoring functions can be used to reduce bias propagation in training. The authors present a new pruning strategy that measures the loss as a function with activations and a first order approximation of the absolute change in the loss."
"We introduce a system called GamePad to explore the application of machine learning methods to theorem proving in the Coq proof assistant. This paper describes a system for applying machine learning to interactive theorem proving, focuses on tasks of tactic prediction and position evaluation, and shows that a neural model outperforms an SVM on both tasks. Proposes that machine learning techniques be used to help build proof in the theorem prover Coq.","This paper introduces a new gamepad system for theorem proving in the Coq proof assistant. The authors present a method to learn proof states in a coq proof script, and show that it can be used to develop a pre-proved proof script. This work presents a framework for the application of machine learning to the orem provers on tasks useful for the task of premise selection which operates with little to no supervision."
"We propose a self-ensemble framework to train more robust deep learning models under noisy labeled datasets. This study proposed ""self-ensemble label filtering"" for learning with noisy labels where the label noise is instance-independent, which yield more accurate identification of inconsistent predictions. This article proposes an algorithm for learning from data with noisy labels which alternates between updating the model and removing samples that look like they have noisy labels.","A method for self-ensemble filtering and semi-supervised model ensembles that learns from noisy labeled data. This work introduces a method to improve the performance on noisy labels by reducing the noise ratio of noisy labels. The authors present a new filtering framework for learning from noisy labels using a non-expert dataset and a multi-task approach to filter out noisy labels, resulting in a more robust and robust manner."
"An algorithm for training neural networks efficiently on temporally redundant data. The article describes a neural coding scheme for spike based learning in deep neural networks This paper presents a method for spike based learning that aims at reducing the needed computation during learning and testing when classifying temporal redundant data. This work applies a predictive coding version of the Sigma-Delta encoding scheme to reduce a computational load on a deep learning network, combining the three components in a way not seen previously.","This work presents a method for adaptively tuning layers of neural network activations, which can be implemented on every layer of a neural network. The authors introduce a new algorithm to improve the performance of neural networks on Temporal MNIST by implementing a ""sparse"" and ""event-based"" quantization scheme. This study presents an algorithm for encoding gradient activations on each layer of the neural network"
A trick on adversarial samples so that the mis-classified labels are imperceptible in the label space to human observers A method for constructing adversarial attacks that are less detectable by humans without cost in image space by changing the target class to be similar to the original class of the image.,"In the image space, adversarial samples generated by our method are less recognizable by human observers than other attacks. This work introduces a method for attacking an input image to be misclassified in the label space and shows that it is not at the expense of the loss in the attack rate or attack rate. The authors present a new attack method for generating adversarials generated by using a probability model, then move the input to the target label."
"We propose AD-VAT, where the tracker and the target object, viewed as two learnable agents, are opponents and can mutually enhance during training. This work aims to address the visual active tracking problem with a training mechanism in which the tracker and target serve as mutual opponents This paper presents a simple multi-agent Deep RL task where a moving tracker tries to follow a moving target. Proposes a novel reward function - ""partial zero sum"", which only encourages the tracker-target competition when they are close and penalizes whey they are too far.","A novel re-enforcement learning method for multi-agent training. This work introduces a neural network to train agents using adversarial training in a dueling/competitive manner. The authors present a new tracker that learns to predict their reward as an auxiliary task, and show that the tracker is more likely to compete with a target with the appropriate difficulty level when both agents are stronger simultaneously."
"Human behavioral judgments are used to obtain sparse and interpretable representations of objects that generalize to other tasks This study describes a large-scale experiment on human object/sematic representations and a model of such representations. This article develops a new representation system for object representations from training on data collected from odd-one-out human judgements of images. A new approach to learn a sparse, positive, interpretable semantic space that maximizes human similarity judgements by training to specifically maximize the prediction of human similarity judgements.","Using sparse representations to model phenomena such as judgments of typicality or similarity between concepts, or reaction times in various semantic tasks. This work introduces a method for estimating vectors for each of the different concept senses (synsets) of a concept sense, and a novel way to model situations where the decision is close to being deterministic."
"We train generative adversarial networks in a progressive fashion, enabling us to generate high-resolution images with high quality. Introduces progressive growing and a simple parameter-free minibatch summary statistic feature for use in GAN training to enable synthesis of high-resolution images.","A GAN formulation that does not explicitly require the entire training data distribution to be represented by the result of the resulting generative model. This work introduces a GAN formula that can be used to measure the distance between the training distribution and the generated distribution, and provides a better quality version of the CELEBA dataset. The authors address the problem of mode collapse in GANs, and show that it is possible to do so over a dozen minibatches."
"A fast second-order solver for deep learning that works on ImageNet-scale problems with no hyper-parameter tuning Choosing direction by using a single step of gradient descent ""towards Newton step"" from an original estimate, and then taking this direction instead of original gradient A new approximate second-order optimization method with low computational cost that replaces the computation of the Hessian matrix with a single gradient step and a warm start strategy.","A new method for non-convex deep network optimisation, which can be used to improve second-order optimisation. This work introduces a new algorithm that uses the Hessian loop to solve non-consequence deep neural networks with no hyper-parameter tuning. The authors present a method for multi-task deep learning, using a surrogate matrix and a recursive gradient descent step in order to avoid saddle-points"
Models of source code that combine global and structural features learn more powerful representations of programs. A new method to model the source code for the bug repairing task using a sandwich model like [RNN GNN RNN] which significantly improves localization and repair accuracy.,"A graph-based model for code that uses message-passing to represent relations in code, which makes them de facto local due to the high cost of iteration. This work introduces a new family of models that efficiently combine longerdistance information, such as the sequence model can represent, with the semantic structural information available to the GGNN."
"A novel differentiable neural architecture search framework for mixed quantization of ConvNets. The authors introduce a new method for neural architecture search which selects the precision quantization of weights at each neural network layer, and use it in the context of network compression. The article presents a new approach in network quantization by quantizing different layers with different bit-widths and introduces a new differentiable neural architecture search framework.","Using the DNAS framework to solve the mixed precision quantization problem by constructing a super net whose macro architecture (number of layers, filter size of each layer, etc.) is the same as the target network. This work introduces a new model for quantization of neural nets with a stochastic super net that represents the architecture space A. The authors present a novel method for quantizing the loss function of a neural network"
"We propose an novel learning method for deep sound recognition named BC learning. Authors defined a new learning task that requires a DNN to predict mixing ratio between sounds from two different classes to increase discriminitive power of the final learned network. Proposes a method to improve the performance of a generic learning method by generating ""in between class"" training samples and presents the basic intuition and necessity of the proposed technique.","A new model for sound recognition and data augmentation in the feature space, and a regularization of the positional relationship between the feature distributions of the classes. This work introduces a new model to learn mixed sounds of dog bark and rain when the mixing ratio is within the range of 0.45 -0.8. The study presents a novel model for learning mixed sounds from two different parts of the features of the class."
"Motivated by theories of language and communication, we introduce community-based autoencoders, in which multiple encoders and decoders collectively learn structured and reusable representations. The authors tackle the problem of representation learning, aim to build reusable and structured represenation, argue co-adaptation between encoder and decoder in traditional AE yields poor representation, and introduce community based auto-encoders. The study presents a community based autoencoder framework to address co-adaptation of encoders and decoders and aims at constructing better representations.","A framework for learning representations that are more easily extracted and re-used for a different task, such as supervised learning or reinforcement learning. This work introduces a framework for autoencoders (CbAEs), in which the encoder and decoder can learn to reconstruct information from the input. The authors study the problem of co-adaptation between a pair of encoders and a latent vector model."
"This study presents a new deep learning architecture for addressing the problem of supervised learning with sparse and irregularly sampled multivariate time series. Proposes a framework for making predictions on sparse, irregularly sampled time-series data using an interpolation module that models the missing values in using smooth interpolation, non-smooth interpolation, and intensity. Solves the problem of supervised learning with sparse and irregularly sampled multivariate time series using a semi-parametric interpolation network followed by a prediction network.","A deep learning model for multivariate time series that can be used to isolate information about short duration events from broader trends. This work presents an interpolation network architecture that explicitly leverages a separate information channel related to patterns of medical event point processes. The authors present a deep learning framework for multi-time series prediction and class classification tasks with sparse and irregularly sampled time series, and a new representation of the input time series."
"We propose 3D shape programs, a structured, compositional shape representation. Our model learns to infer and execute shape programs to explain 3D shapes. An approach to infer shape programs given 3D models, with architecture consisting of a recurrent network that encodes a 3D shape and outputs instructions, and a second module that renders the program to 3D. This article introduces a high-level semantic description for 3D shapes, given by the ShapeProgram.","A purely end-to-end neural network synthesizer for 3D graphics. This work introduces a new way of learning to infer 3D shapes from raw, unannotated shapes, and then execute them directly from an RGB image. The authors present a method for modeling 3D images using a domain-specific language, which can be used to reconstruct parts of a table top and a square layer that is more accurate and physically plausible."
"We define a flexible DSL for RNN architecture generation that allows RNNs of varying size and complexity and propose a ranking function that represents RNNs as recursive neural networks, simulating their performance to decide on the most promising architectures. Introduces a new method to generate RNNs architectures using a domain-specific language for two types of generators (random and RL-based) together with a ranking function and evaluator. This work casts the search of good RNN Cell architectures as a black-box optimization problem where examples are represented as an operator tree and scored based on learnt functions or generated by a RL agent. This paper investigates meta-learning strategy for automated architecture search in the context of RNN by using a DSL that specifies RNN recurrent operations.","This study introduces a novel RNN architecture that uses a hidden state h t and an extension of the DSL to code by traversing the tree from the source nodes towards the final node. The authors present a new architecture definition for RNNs, which can be used to estimate the next batch of candidate architectures using a search-based optimization algorithm."
"Deep and narrow neural networks will converge to erroneous mean or median states of the target function depending on the loss with high probability. This paper studies failure modes of deep and narrow networks, focusing on as small as possible models for which the undesired behavior occurs. This article shows that the training of deep ReLU neural networks will converge to a constant classifier with high probability over random initialization if hidden layer widths are too small.","A simple approximately radial activation function can be approximated by a small 3-layer feed-forward NN, but it is impossible to approximate by any 2-layer network with the same accuracy, unless its width is exponential in the dimension. The authors study approximation theory of a class of (possibly discontinuous) piecewise C  functions for ReLU NNs and show that no more than O( 2(d1)/"
