target,abstractive_summary
Learning Priors for Adversarial Autoencoders Proposes a simple extension of adversarial auto-encoders for conditional image generation. Focuses on adversarial autoencoders and introduces a code generator network to transform a simple prior into one that together with the generator can better fit the data distribution,"A deep generative framework for generating images with a simple prior that is best suited for explaining the data distribution. This work introduces a new approach to generating images by replacing the manually-specified prior with a fully connected code generator. The authors introduce a new model of generative models, AAE, which uses a variational learning technique to transform the manually selected prior into a better representation of the data."
learn hierarchal sub-policies through end-to-end training over a distribution of tasks The authors consider the problem of learning a useful set of ‘sub policies’ that can be shared between tasks so as to jump start learning on new tasks drawn from the task distribution. This study proposes a novel method for inducing temporal hierarchical structure in a specialized multi-task setting.,A method for fast learning in complex physics environments with long time horizons. This work presents a method to iteratively learn sub-policies that allow agents to achieve maximum reward over sparse-reward tasks. The authors present a method for learning sub-policy structures that can be used to speed up the learning process on complex physics tasks. This study presents an approach to fast learning of complex physics problems using a policy gradient update.
"Represent each entity as a probability distribution over contexts embedded in a ground space. Proposes to construct word embeddings from a histogram over context words, instead of as point vectors, which allows for measuring distances between two words in terms of optimal transport between the histograms through a method that augments representation of an entity from standard ""point in a vector space"" to a histogram with bins located at some points in that vector space.","A new metric for word entailment between entities and contexts. This work introduces a new metric to measure the distance between words between entities, which can be used to improve the efficiency of existing point-wise embedding methods. The study presents a method for measuring distance between two words in NLP, and shows that it is more efficient than point-based methods."
"precision highway; a generalized concept of high-precision information flow for sub 4-bit quantization Investigates the problem of neural network quantization by employing an end-to-end precision highway to reduce the accumulated quantization error and enable ultra-low precision in deep neural networks. This work studies methods to improve the performance of quantized neural networks This paper proposes to keep a high activation/gradient flow in two kinds of networks structures, ResNet and LSTM.","A novel network-level method for quantization of high-precision information flow. This work introduces a new method for training convolutional neural networks, called precision highway, which can be applied to both pre-activation and post-activation neural networks. The study presents a novel approach to quantization in the context of deep neural networks where the activation tensor is directly connected to the residual path."
"Many graph classification data sets have duplicates, thus raising questions about generalization abilities and fair comparison of the models. The authors discuss isomorphism bias in graph datasets, the overfitting effect in learning networks whenever graph isomorphism features are incorporated within the model, theoretically analogous to data leakage effects.","A method for graph classification based on isomorphic graphs in training data sets. This study presents a new method for learning to classify graphs in the training data set, which is based on graph isomorphism bias. The authors introduce a new algorithm for graph isomorphic graph classification, called WL algorithm, which can be used to improve the generalization ability of the models."
"We utilize the alternating minimization principle to provide an effective novel technique to train deep autoencoders. Alternating minimization framework for training autoencoder and encoder-decoder networks The authors explore an alternating optimization approach for training Auto Encoders, treating each layer as a generalized linear model, and suggest using the stochastic normalized GD as the minimization algorithm in each phase.","An alternating minimization strategy for quasi-convex optimization. This article introduces a new method for training autoencoders with sigmoidal activation functions, which provides an efficient implementation of DANTE. This work presents a novel approach to quasi-Convex problem where the layers are trained as a set of generalized linear activation functions. The authors introduce a new variant of the SNGD that combines the sigmoid activation functions with the generalized ReLU activation functions"
"We propose an algorithmic framework to schedule constellations of small spacecraft with 3-DOF re-orientation capabilities, networked with inter-sat links. This article proposes a communication module to optimize the schedule of communication for the problem of spacecraft constellations, and compares the algorithm in distributed and centralized settings.","Combine physical models of orbital mechanics (OM), attitude control systems (ACS), and inter-satellite links (ISL) and optimizes the schedule for any satellite in a constellation to observe a known set of ground regions with rapidly changing parameters and observation requirements. This work presents an approach to optimizing the scheduler for each satellite in the constellation."
"Image captioning as a conditional GAN training with novel architectures, also study two discrete GAN training methods. An improved GAN model for image captioning that proposes a context-aware LSTM captioner, introduces a stronger co-attentive discriminator with better performance, and uses SCST for GAN training.","A novel GAN framework for image captioning based on Self-critical Sequence Training (SCST) and Gumbel Straight-Through (ST) This work introduces a new GAN-based framework that outperforms other GANs in terms of training stability and the overall performance. This work presents a novel sequence-based GAN architecture that enables better language composition, more expressive captions, and more descriptive captions."
A two-stage approach consisting of sentence selection followed by span selection can be made more robust to adversarial attacks in comparison to a single-stage model trained on full context. This work investigates an existing model and finds that a two-stage trained QA method is not more robust to adversarial attacks compared to other methods.,"A two-stage approach for question-answering with adversarial training. This paper presents a novel approach for QA that combines sentence selection and context selection to improve the robustness of both models. This work introduces a new approach to QA in which sentence selection is combined with context selection, allowing for more robust robustness to adversarial attacks."
"We use a GAN discriminator to perform an approximate rejection sampling scheme on the output of the GAN generator. Proposes a rejection sampling algorithm for sampling from the GAN generator. This study proposed a post-processing rejection sampling scheme for GANs, named Discriminator Rejection Sampling, to help filter ‘good’ samples from GANs’ generator.","A new rejection sampling method for GANs that can be used to correct errors in the GAN distribution. This paper introduces a new method for solving the problem of discriminator rejection sampling, which is based on the assumption that the discriminator is biased towards a given distribution. The work presents a new rejection sample method for generating samples that are biased toward a particular class of classes."
We show how to get good representations from the point of view of Simiarity Search. Studies the impact of changing the image classification part on top of the DNN on the ability to index the descriptors with a LSH or a kd-tree algorithm. Proposes to use softmax cross-entropy loss to learn a network that tries to reduce the angles between inputs and the corresponding class vectors in a supervised framework using.,"An approximate nearest neighbor search algorithm for hyperplane neural networks. This article studies the problem of finding the correct distance between a query and its nearest neighbor in a dataset of size n. The study presents a method to find the nearest neighbor of a hyperplane NNS algorithm, based on the cosine similarity theorem."
Adversarial learning methods encourage NLI models to ignore dataset-specific biases and help models transfer across datasets. The paper proposes an adversarial setup to mitigate annotation artifacts in natural language inference data This work presents a method for removing bias of a textual entailment model through an adversarial training objective.,"An adversarial architecture for NLI models that does not require direct supervision in the form of a domain label. This work introduces a new classifier architecture that can be trained on NLI datasets without requiring direct supervision. The authors introduce two new adversarial architectures, a baseline NLI architecture and an adversarial hypothesis-only architecture."
"Object instance recognition with adversarial autoencoders was performed with a novel 'mental image' target that is canonical representation of the input image. The paper proposes a method to learn features for object recognition that is invariant to various transformations of the object, most notably object pose. This paper investigated the task of few shot recognition via a generated “mental image” as intermediate representation given the input image.",MIDCGAN is a novel autoencoder that learns features that are useful for image generation. This work introduces a new model of autoencoders for the problem of generating images that are sharper and closer to the target than a regular autoencatcher. The authors introduce a new method for generating images from mental images that can be used for general classification tasks such as image-to-image translation.
"Question answering models that model the joint distribution of questions and answers can learn more than discriminative models This paper proposes a generative approach to textual and visual QA, where a joint distribution over the question and answer space given the context is learned, which captures more complex relationships. This paper introduces a generative model for question answering and proposes to model p(q,a|c), factorized as p(a|c) * p(q|a,c). The authors proposes a generative QA model, which optimizes jointly the distribution of questions and answering given a document/context.","A generative QA model that learns to answer questions independently of the answer and document. This work introduces a generative model for answering questions using question-to-context attention. The study presents a novel QA framework for answering complex questions in a multi-sentence setting, where the question is answered independently from the document and the document."
"We learn deep networks of hard-threshold units by setting hidden-unit targets using combinatorial optimization and weights by convex optimization, resulting in improved performance on ImageNet. The study explains and generalizes approaches for learning neural nets with hard activation. This article examines the problem of optimizing deep networks of hard-threshold units. The study discusses the problem of optimizing neural networks with hard threshold and proposes a novel solution to it with a collection of heuristics/approximations.","A recursive mini-batch algorithm for learning deep neural networks with hard-threshold activations. This work introduces a recursive minibatch algorithm to learn deep neural network activations that includes the popular straight-through estimator as a special case. This paper presents a recursive semi-batch method for learning neural networks that includes a deep gradient descent problem, and shows that it improves classification accuracy in a number of settings, including AlexNet."
"pix2scene: a deep generative based approach for implicitly modelling the geometrical properties of a 3D scene from images Explores explaining scenes with surfels in a neural recognition model, and demonstrate results on image reconstruction, synthesis, and mental shape rotation. Authors introduce a method to create a 3D scene model given a 2D image and a camera pose using a self-superfised model",A novel method of unsupervised learning of 3D structure from a single view of a scene. This work introduces a novel method for learning 3D structural properties of objects in a scene by using a variational encoder network. The study presents a novel approach to learn 3D representations of objects that can be viewed from a wide range of locations.
"We show how to use deep RL to construct agents that can solve social dilemmas beyond matrix games. Learning to play two-player general-sum games with state with imperfect information Specifies a trigger strategy (CCC) and corresponding algorithm, demonstrating convergence to efficient outcomes in social dilemmas without need for agents to observe each other's actions.",A new reward-ergodic strategy for cooperative and selfish agents. This article introduces a new policy gradient approach for cooperative/selfish agents in Markov games. This study presents a new reward gradient approach to cooperative/socially motivated agents in the Prisoner's Dilemma (POMG) where the agent learns to cooperate with the other agent. The authors present a novel policy gradient method for cooperating with other agents in a Markov game
We learn a fast neural solver for PDEs that has convergence guarantees. Develops a method to accelerate the finite difference method in solving PDEs and proposes a revised framework for fixed point iteration after discretization. The authors propose a linear method for speeding up PDE solvers.,"A new iterative solver that converges faster than the hand designed solver. This article introduces a new iteratively solver for deep linear convolutional networks, which can be easily obtained on different geometries and boundary conditions. The study presents a new Iterative Solver for a class of problems where the fixed point of the function is the same as that of the previous iteration."
"Propose a novel method by integrating SG-MCMC sampling, group sparse prior and network pruning to learn Sparse Structured Ensemble (SSE) with improved performance and significantly reduced cost than traditional methods. The authors propose a procedure to generate an ensemble of sparse structured models A new framework for training ensemble neural networks that uses SG-MCMC methods within deep learning, and then increases computational efficiency by group sparsity+pruning. This work explores the use of FNN and LSTMs to make bayesian model averaging more computationally feasible and improve average model performance.","A Bayesian model averaging method for LSTMs that outperforms SGD and other Bayesian inference frameworks. This work presents a Bayesian method for learning LSTM models using stochastic gradient descent (SGLD). The authors present a method to learn a Bayes-based model averaging algorithm, which can be used to improve the performance of existing Bayesian models."
"We propose and apply a meta-learning methodology based on Weak Supervision, for combining Semi-Supervised and Ensemble Learning on the task of Biomedical Relationship Extraction. A semi-supervised method for relation classification, which trains multiple base learners using a small labeled dataset and applies some of them to annotate unlabeled examples for semi-supervised learning. This paper addresses the problem of generating training data for biological relation extraction, and uses predictions from data labeled by weak classifiers as additional training data for a meta learning algorithm. This paper proposes a combination of semi-supervised learning and ensemble learning for information extraction, with experiments conducted on a biomedical relation extraction task","An ensemble learning method for improving generalization of deep neural networks on large datasets. This work introduces a new approach to Deep Neural Networks, called Majority Voting, which is an ensemble learning technique that uses a simple bi-directional Long-Short Term Memory network and a large dataset. The study presents a new method for learning a diverse set of data points in a supervised learning setting."
"we propose a regularizer that improves the classification performance of neural networks the authors propose to train a model from a point of maximizing mutual information between the predictions and the true outputs, with a regularization term that minimizes irrelevant information while learning. Proposes to decompose the parameters into an invertible feature map F and a linear transformation w in the last layer to maximize mutual information I(Y, \hat{T}) while constraining irrelevant information","Information Bottleneck (IB) problem is a binary supervised classification problem where the mutual information between signal X and feature T is treated as irrelevant information for classification. This article presents a binary-supervised classification problem based on the notion of mutual information in deep neural networks. The authors present a binary algorithm for classification of binary neural networks, which can be decomposed into two stages: maximization over mutual information and minimization."
"Presents new architecture which leverages information globalization power of u-nets in a deeper networks and performs well across tasks without any bells and whistles. A network architecture for semantic image segmentation, based on composing a stack of basic U-Net architectures, that reduces the number of parameters and improves results. This proposes a stacked U-Net architecture for image segmentation.","A deep net-based classification network that globalizes information while preserving resolution. This work introduces stacked u-nets, which iteratively combine features from different resolution scales while maintaining resolution. The work presents a new architecture for image classification that combines the information globalization power of u-nets with semantic segmentation and object detection tasks."
"We introduce a smoothness regularization for convolutional kernels of CNN that can help improve adversarial robustness and lead to perceptually-aligned gradients This article proposes a new regularization scheme that encourages convolutional kernels to be smoother, arguing that reducing neural network reliance on high-frequency components helps robustness against adversarial examples. The authors propose a method for learning smoother convolutional kernels, specifically, a regularizer penalizing large changes between consecutive pixels of the kernel with the intuition of penalizing the use of high-frequency input components.","A smooth regularization of deep neural networks to improve the robustness of models. This work presents a novel method for training deep neural network models that is more robust to adversarial perturbations than vanilla training loss. The authors present a novel algorithm for training neural networks with low-frequency components that can be used to improve their robustness. This study introduces a new approach to training neural network architectures with low frequency components, and shows that regularization can improve robustness significantly."
"We use meta-gradients to attack the training procedure of deep neural networks for graphs. Studies the problem of learning a better poisoned graph parameters that can maximize the loss of a graph neural network. An algorithm to alter graph structure by adding/deleting edges so as to degrade the global performance of node classification, and the idea to use meta-learning to solve the bilevel optimization problem.","A new meta-gradient approach for node classification that is more efficient to compute than adversarial examples. This article presents a meta gradient approach for the problem of node classification, which is an instance of semi-supervised classification where the attacker has full knowledge about the graph structure and all node attributes. The authors present a new meta gradient formulation for the purpose of learning nodes from unlabeled data, which can be used to train deep learning models."
We evaluate learning heteroscedastic noise models within different Differentiable Bayes Filters Proposes to learn heteroscedastic noise models from data by optimizing the prediction likelihood end-toend through differentiable Bayesian Filters and two different versions of the Unscented Kalman Filter Revisits Bayes filters and evaluates the benefit of training the observation and process noise models while keeping all other models fixed This work presents a method to learn and use state and observation dependent noise in traditional Bayesian filtering algorithms. The approach consists of constructing a neural network model which takes as input the raw observation data and produces a compact representation and an associated diagonal covariance.,A method to learn heteroscedastic noise models from data by optimizing the prediction likelihood end-to-end through differentiable Bayesian Filters. This work introduces a method to train a model that learns to predict the likelihood of an observation given a particle in a graph-construction context. The authors present a method for learning a heterogeneous Bayesian filter based on observation noise.
"We propose a method for learning latent dependency structure in variational autoencoders. Uses a matrix of binary random variables to capture dependencies between latent variables in a hierarchical deep generative model. This article presents a VAE approach in which a dependency structure on the latent variable is learned during training. The authors propose to augment the latent space of a VAE with an auto-regressive structure, to improve the expressiveness of both the inference network and the latent prior",A method for learning the dependency structure between latent variables in deep latent variable models. This work introduces a framework for learning a dependency structure of a variational autoencoder in the latent variable space of a deep generative model. The study presents a framework to learn the dependency structures of a latent variable model in deep neural networks by using a Bayesian network and an inference framework.
We examine the relationship between probability density values and image content in non-invertible GANs. The authors try to estimate the probability distribution of the image with the help of GAN and develop a proper approximation to the PDFs in the latent space.,"A new GAN based on probability density that predicts the densities of images given their latent representation. This work introduces a new method for predicting the density of images in the MNIST dataset, which is based on a regression analysis of the probability density of the latent representation of the image. The authors introduce a new model of GANs, called GAN-based DNNs, which can predict the predicted density of an image given its latent representation"
A simple fast method for extracting visual features from convolutional neural networks Proposes a fast way to learn convolutional features that later can be used with any classifier by using reduced numbers of training epocs and specific schedule delays of learning rate Use a learning rate decay scheme that is fixed relative to the number of epochs used in training and extract the penultimate layer output as features to train a conventional classifier.,A method to speed up the training of convolutional neural networks with a fast learning rate. This article presents a method to train convolutionally neural networks faster by introducing a new step decay schedule that is a function of the total number of epochs predicted to train the model. The authors present a method for learning convolutionality features fast by introducing an exponential and fast decay of the learning rate of the network.
"Decompose the task of learning a generative model into learning disentangled latent factors for subsets of the data and then learning the joint over those latent factors. Locally Disentangled Factors for hierarchical latent variable generative model, which can be seen as a hierarchical variant of Adversarially Learned Inference The paper investigates the potential of hierarchical latent variable models for generating images and image sequences and proposes to train several ALI models stacked on top of each other to create a hierarchical representation of the data. The work aims to learn the hierarchies for training GAN in a hierarchical optimization schedule directly instead of being designed by a human",An unsupervised method for learning hierarchical latent variables with a resolution-based hierarchy. This article presents a novel method for training deep generative models with a hierarchical latent variable in each layer of the graph. This work introduces a new method for disentangled latent variables in the graph that combines resolution and gradients. The authors present a novel approach for learning hierarchies in a hierarchical way by using a resolution based hierarchy.
"Inspired by prior work on Sliced-Wasserstein Autoencoders (SWAE) and kernel smoothing we construct a new generative model – Cramer-Wold AutoEncoder (CWAE). This work proposes a WAE variant based on a new statistical distance between the encoded data distribution and the latent prior distribution Introduces a variation on the Wasserstein AudoEncoders which is a novel regularized auto-encoder architecture that proposes a specific choice of the divergence penalty This work proposes the Cramer-Wold autoencoder, which uses the Cramer-Wold distance between two distributions based on the Cramer-Wold Theorem.","Cramer-Wold distance from standard multivariate normal density is a generalization of AutoEncoder based generative models. This work presents a method for computing the distance between two distributions from the standard normal density in the latent space. The authors provide a method to compute the distance of a sample from the normal density of a Gaussian prior, and show that it is faster than other autoencoders."
"Learn to rank learning curves in order to stop unpromising training jobs early. Novelty: use of pairwise ranking loss to directly model the probability of improving and transfer learning across data sets to reduce required training data. The article proposes a method to rank learning curves of neural networks that can model learning curves across different datasets, achieving higher speed-ups on image classification tasks.","A method to compare the learning curve of a new configuration to the one of the currently best configuration. This article presents a method for comparing the learning curves of different configurations of a neural architecture using meta-knowledge. The authors present a method to evaluate the likelihood of improvement of a model based on its final learning curve. This paper presents a new method for evaluating the performance of neural architectures, which is based on a combination of partial and partial learning curves"
"Empirically shows that larger models train in fewer training steps, because all factors in weight space traversal improve. This work shows that wider RNNs improve convergence speed when applied to NLP problems, and by extension the effect of increasing the widths in deep neural networks on the convergence of optimization This paper characterizes the impact of over-parametrization in the number of iterations it takes an algorithm to converge, and presents further empirical observations on the effects of over-parametrization in neural network training.","Convergence rate is a function of direct distance from initialization point to final point, and the improvement comes from each factor: The distance from initialized weights to converged weights shrinks with a power-law-like relationship, and gradient vectors become more aligned with each other during traversal."
"Generalized Graph Embedding Models A generalized knowledge graph embedding approach which learns the embeddings based on three different simultaneous objectives, and performs on par or even outperforms existing state-of-the art approaches. Tackles the task of learning embeddings of multi-relational graphs using a neural network Proposes a new method, GEN, to compute embeddings of multirelationship graphs, particularly that so-called E-Cells and R-Cells can answer queries of the form (h,r,?),(?r,t), and (h,?,t)","A new embedding learning framework for modeling knowledge graphs. This article presents a new embeddings framework for representing knowledge graphs that is more representative and informative than previous approaches. The study presents a deep learning framework based on the embedding dictionary of Knowledge Graphs, which can be used to model different types of knowledge graphs in a wide range of tasks."
"Mean Replacement is an efficient method to improve the loss after pruning and Taylor approximation based scoring functions works better with absolute values. Proposes a simple improvement to methods for unit pruning using ""mean replacement"" This work presents a mean-replacement pruning strategy and utilizes the absolute-valued Taylor expansion as the scoring function for the pruning",A new pruning method for neural networks that identifies a stable set of prunable units early in the training process. This paper presents a method for pruning neural networks with a fixed number of units at each layer. The authors present a method to prune neural networks without mean propagation and show that the pruning penalty is relatively low during the training phase.
"We introduce a system called GamePad to explore the application of machine learning methods to theorem proving in the Coq proof assistant. This work describes a system for applying machine learning to interactive theorem proving, focuses on tasks of tactic prediction and position evaluation, and shows that a neural model outperforms an SVM on both tasks. Proposes that machine learning techniques be used to help build proof in the theorem prover Coq.","A deep learning algorithm for theorem proving in the Coq proof assistant. This work introduces a deep learning system called GamePad that can be used to explore the application of machine learning methods to theorem proving. This article introduces a new method for proof-of-the-art theorem proving based on Coq, which combines deep learning with machine learning to solve the problem of proving a theorem in a supervised manner."
"We propose a self-ensemble framework to train more robust deep learning models under noisy labeled datasets. This article proposed ""self-ensemble label filtering"" for learning with noisy labels where the label noise is instance-independent, which yield more accurate identification of inconsistent predictions. This study proposes an algorithm for learning from data with noisy labels which alternates between updating the model and removing samples that look like they have noisy labels.","Self-ensemble filtering is a principled method against learning under noisy labels. This paper introduces a semi-supervised approach to learning from noisy labels in deep neural networks by leveraging ensemble predictions of the network's output to improve the filtering process. This work introduces a new method for learning from noise-free labeled data, called Self-Ensemble Learning, which combines ensemble predictions with a self-aware filtering strategy."
"An algorithm for training neural networks efficiently on temporally redundant data. The work describes a neural coding scheme for spike based learning in deep neural networks This paper presents a method for spike based learning that aims at reducing the needed computation during learning and testing when classifying temporal redundant data. This paper applies a predictive coding version of the Sigma-Delta encoding scheme to reduce a computational load on a deep learning network, combining the three components in a way not seen previously.","A deep neural network with spiking gradients that performs about as well as a traditional deep network trained with backpropagation. This work introduces a new neural network encoding scheme, called ""spiking"", which is used to train neural networks with a spiking gradient. The authors present a method for training a neural network using spiking and an adaptive scale of quantization to match the magnitude of the input."
A trick on adversarial samples so that the mis-classified labels are imperceptible in the label space to human observers A method for constructing adversarial attacks that are less detectable by humans without cost in image space by changing the target class to be similar to the original class of the image.,"Identifying a target label for adversarial samples in the label space is not at the expense of huge loss in the image space. This article introduces a new attack method that can be used to identify the target label of an adversarial sample. The study presents a method for identifying the target labels of a classifier in the feature space, and then using it to generate adversarial data."
"We propose AD-VAT, where the tracker and the target object, viewed as two learnable agents, are opponents and can mutually enhance during training. This article aims to address the visual active tracking problem with a training mechanism in which the tracker and target serve as mutual opponents This study presents a simple multi-agent Deep RL task where a moving tracker tries to follow a moving target. Proposes a novel reward function - ""partial zero sum"", which only encourages the tracker-target competition when they are close and penalizes whey they are too far.","A novel Adversarial Reinforcement Learning method for the Asymmetric Dueling task, i.e., a novel Dueling mechanism for ASD-VAT. This work introduces a novel adversarial reinforcement learning method that learns to control the movement of the target in a dueling/competitive manner. The authors introduce a new adversarial learning method for ASDF-Vat, which is based on a combination of RL and RL."
"Human behavioral judgments are used to obtain sparse and interpretable representations of objects that generalize to other tasks This study describes a large-scale experiment on human object/sematic representations and a model of such representations. This study develops a new representation system for object representations from training on data collected from odd-one-out human judgements of images. A new approach to learn a sparse, positive, interpretable semantic space that maximizes human similarity judgements by training to specifically maximize the prediction of human similarity judgements.","A probabilistic model of the decision in a given trial based on similarity between the embedding vectors of the three concepts presented. The authors present a model for understanding the reasoning behind a decision made by a group of concepts, and show that the decision can be explained as a function of similarity between two concepts."
"We train generative adversarial networks in a progressive fashion, enabling us to generate high-resolution images with high quality. Introduces progressive growing and a simple parameter-free minibatch summary statistic feature for use in GAN training to enable synthesis of high-resolution images.","A novel GAN formulation that preserves variation in the training data distribution. This work introduces a novel method for preserving variation in GANs, which is based on the idea that the generator and discriminator can be used to generate images at high resolution. The authors present a novel GAL formulation that allows for the generation of images at low resolution, and shows that the generated images are more stable than the original model."
"A fast second-order solver for deep learning that works on ImageNet-scale problems with no hyper-parameter tuning Choosing direction by using a single step of gradient descent ""towards Newton step"" from an original estimate, and then taking this direction instead of original gradient A new approximate second-order optimization method with low computational cost that replaces the computation of the Hessian matrix with a single gradient step and a warm start strategy.","A Hessian-free method for non-convex deep neural network optimisation. The authors introduce a Hessian matrix for the first-order optimization of deep neural networks, and show that it can outperform first order methods on large datasets. This work introduces a hybrid gradient descent method for deep neural nets, which achieves high convergence rates on multi-parameter optimization."
Models of source code that combine global and structural features learn more powerful representations of programs. A new method to model the source code for the bug repairing task using a sandwich model like [RNN GNN RNN] which significantly improves localization and repair accuracy.,"A new family of Graph Neural Networks for code that efficiently combine longer distance information with semantic structural information. This work introduces a new family to graph-based neural networks for code, which is based on a sequence-based embedding of code into a graph representation. The study presents a new generation of graph neural networks (GGNNs) for code translation and repair tasks, which combines the message passing information of sequence models with the semantic structure of the code."
"A novel differentiable neural architecture search framework for mixed quantization of ConvNets. The authors introduce a new method for neural architecture search which selects the precision quantization of weights at each neural network layer, and use it in the context of network compression. The study presents a new approach in network quantization by quantizing different layers with different bit-widths and introduces a new differentiable neural architecture search framework.","A combinatorial optimization problem that solves the mixed precision quantization problem with stochastic super nets. This work introduces a new architecture search framework, which is based on the idea of stochastically decomposing neural nets into a super net. The authors introduce a new algorithm called DNAS, which can be used to find the optimal architecture for a given neural net."
"We propose an novel learning method for deep sound recognition named BC learning. Authors defined a new learning task that requires a DNN to predict mixing ratio between sounds from two different classes to increase discriminitive power of the final learned network. Proposes a method to improve the performance of a generic learning method by generating ""in between class"" training samples and presents the basic intuition and necessity of the proposed technique.","BC learning is a simple and powerful method that improves various sound recognition methods and elicits the true value of large-scale networks. This study studies the effect of BC learning on sound recognition in a wide range of settings, and shows that BC learning improves the performance of many sound recognition models."
"Motivated by theories of language and communication, we introduce community-based autoencoders, in which multiple encoders and decoders collectively learn structured and reusable representations. The authors tackle the problem of representation learning, aim to build reusable and structured represenation, argue co-adaptation between encoder and decoder in traditional AE yields poor representation, and introduce community based auto-encoders. The article presents a community based autoencoder framework to address co-adaptation of encoders and decoders and aims at constructing better representations.","A new framework for representation learning that is easier to learn than traditional autoencoders and decoders. This work introduces a new approach to the representation learning problem in which the encoder and decoder are trained to encode information in a systematic way. The authors introduce a new framework of autoencoder-encoder-decoder training, where each encoder is randomly sampled to learn a representation of the input."
"This study presents a new deep learning architecture for addressing the problem of supervised learning with sparse and irregularly sampled multivariate time series. Proposes a framework for making predictions on sparse, irregularly sampled time-series data using an interpolation module that models the missing values in using smooth interpolation, non-smooth interpolation, and intensity. Solves the problem of supervised learning with sparse and irregularly sampled multivariate time series using a semi-parametric interpolation network followed by a prediction network.","A novel interpolation network for multivariate time series that captures the global structure of time series. This work introduces a new deep learning framework for multi-time series interpolation, which is able to capture information about time series in a multi-timescale manner. The authors introduce a new interpolation method for multivariable time series, which uses a deep learning model to capture data from multiple dimensions of a multivariate dataset."
"We propose 3D shape programs, a structured, compositional shape representation. Our model learns to infer and execute shape programs to explain 3D shapes. An approach to infer shape programs given 3D models, with architecture consisting of a recurrent network that encodes a 3D shape and outputs instructions, and a second module that renders the program to 3D. This study introduces a high-level semantic description for 3D shapes, given by the ShapeProgram.","An end-to-end neural program synthesizer for 3D image reconstruction. This work introduces a domain-specific language for image reconstruction, which combines a neural program synthesis and a neural executor. The work presents a domain specific language for 3d image reconstruction that combines a deep learning framework with a neural network to generate programs from raw images."
"We define a flexible DSL for RNN architecture generation that allows RNNs of varying size and complexity and propose a ranking function that represents RNNs as recursive neural networks, simulating their performance to decide on the most promising architectures. Introduces a new method to generate RNNs architectures using a domain-specific language for two types of generators (random and RL-based) together with a ranking function and evaluator. This work casts the search of good RNN Cell architectures as a black-box optimization problem where examples are represented as an operator tree and scored based on learnt functions or generated by a RL agent. This work investigates meta-learning strategy for automated architecture search in the context of RNN by using a DSL that specifies RNN recurrent operations.","A deep reinforcement learning architecture search framework based on the OpenNMT framework. This article presents a deep learning framework for RNNs with an extension DSL to the LSTM encoder and decoder. The authors present a deep RL framework for learning deep neural networks using open-end DSLs, which is designed to be used to train deep RL architectures."
"Deep and narrow neural networks will converge to erroneous mean or median states of the target function depending on the loss with high probability. This paper studies failure modes of deep and narrow networks, focusing on as small as possible models for which the undesired behavior occurs. This paper shows that the training of deep ReLU neural networks will converge to a constant classifier with high probability over random initialization if hidden layer widths are too small.",An approximate non-linear activation function for neural networks that can be approximated by a small 3-layer feed-forward NN. This article presents a method for approximating the nonlinear activation functions of neural networks in terms of the width of the input and output of the neural network. The authors show that a simple nonlinear activator function can be approximate by a 2-layer neural network with widths larger than the input dimension.
